,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length
1531,Towfiq Khan,2023-2025,7,116,16.57,106.42,13,5,2023,2025,3
1532,DB Bana,2022-2024,11,115,12.77,108.49,9,5,2022,2024,3
1533,Kshitij Patel,2018-2023,7,115,23.0,110.57,8,3,2018,2023,6
1534,A Sen,2019-2023,19,115,10.45,69.27,6,3,2019,2023,5
1535,P Awasthi,2013-2019,13,114,11.4,100.88,6,3,2013,2019,7
1536,S Badree,2009-2018,119,114,10.36,86.36,3,4,2009,2018,10
1537,BM Chauhan,2013-2014,6,114,19.0,96.61,14,1,2013,2014,2
1538,H Gopinath,2009-2015,9,114,19.0,121.27,15,1,2009,2015,7
1539,Mohammed Shami,2010-2024,156,114,6.33,104.58,10,4,2010,2024,15
1540,Mrittunjoy Chowdhury,2022-2025,25,114,16.28,104.58,8,5,2022,2025,4
1541,M Pranith,2019-2019,2,114,57.0,190.0,11,8,2019,2019,1
1542,AG Tiwary,2023-2024,4,114,28.5,134.11,8,7,2023,2024,2
1543,WPUJC Vaas,2007-2010,18,114,12.66,100.0,3,3,2007,2010,4
1544,DR Flynn,2014-2014,7,113,16.14,122.82,10,4,2014,2014,1
1545,TA Griffith,2013-2019,8,113,16.14,109.7,9,4,2013,2019,7
1546,DL Maddy,2007-2007,4,113,28.25,141.25,12,3,2007,2007,1
1547,Naseem Shah,2020-2024,70,113,7.53,111.88,9,6,2020,2024,5
1548,Piyush K Singh,2019-2022,9,113,12.55,83.08,14,1,2019,2022,4
1549,TS Saha,2007-2021,28,113,6.64,86.92,8,2,2007,2021,15
1550,C Saini,2014-2018,9,113,16.14,103.66,4,2,2014,2018,5
1551,AP Sharma,2019-2023,20,113,14.12,100.0,6,4,2019,2023,5
1552,X Thalaivan Sargunam,2013-2019,8,113,16.14,72.43,9,1,2013,2019,7
1553,DB Patel,2018-2023,15,112,18.66,112.0,8,5,2018,2023,6
1554,NS Shetty,2009-2010,8,112,14.0,81.15,8,1,2009,2010,2
1555,ND Stewart,2009-2016,23,112,14.0,164.7,7,9,2009,2016,8
1556,K Zondo,2014-2014,4,112,37.33,119.14,10,1,2014,2014,1
1557,S Bau,2021-2024,7,111,15.85,81.02,11,2,2021,2024,4
1558,Danish Aziz,2018-2022,8,111,22.2,129.06,7,7,2018,2022,5
1559,ZE Green,2021-2024,15,111,10.09,78.72,7,2,2021,2024,4
1560,D Rushi Raj,2007-2007,4,111,27.75,133.73,10,7,2007,2007,1
1561,Vikash Singh,2014-2024,52,111,12.33,109.9,5,8,2014,2024,11
1562,HR Walsh,2018-2024,40,111,13.87,118.08,4,7,2018,2024,7
1563,Zeeshan Maqsood,2016-2024,10,111,13.87,94.87,13,2,2016,2024,9
1564,Ashutosh Aman,2019-2022,29,110,7.85,79.71,5,2,2019,2022,4
1565,D Bundela,2007-2007,8,110,13.75,84.61,8,1,2007,2007,1
1566,SD Chowdhury,2007-2010,10,110,18.33,86.61,9,1,2007,2010,4
1567,Gulraiz Sadaf,2018-2018,5,110,36.66,90.9,8,3,2018,2018,1
1568,AS Jamwal,2019-2024,26,110,18.33,134.14,7,7,2019,2024,6
1569,V Nayanar,2023-2023,5,110,22.0,130.95,18,1,2023,2023,1
1570,Sandeep Sharma,2013-2024,193,110,11.0,88.0,9,0,2013,2024,12
1571,GS Sandhu,2012-2025,78,110,9.16,97.34,8,3,2012,2025,14
1572,VK Singh,2023-2024,13,110,27.5,157.14,11,5,2023,2024,2
1573,PA Tanwar,2019-2019,6,110,27.5,111.11,9,4,2019,2019,1
1574,A Vala,2021-2024,7,110,15.71,104.76,11,4,2021,2024,4
1575,PVD Chameera,2016-2024,55,109,8.38,100.92,9,4,2016,2024,9
1576,KL Nagarkoti,2020-2024,32,109,9.9,85.82,8,0,2020,2024,5
1577,IC Pandey,2013-2021,71,109,6.81,123.86,9,5,2013,2021,9
1578,LD Pfeffer,2022-2022,4,109,27.25,114.73,9,3,2022,2022,1
1579,Rishad Hossain,2019-2025,23,109,13.62,175.8,7,8,2019,2025,7
1580,JE Taylor,2009-2019,61,109,9.08,102.83,7,5,2009,2019,11
1581,AA Sengupta,2021-2024,17,108,10.8,133.33,7,6,2021,2024,4
1582,RP Singh,2007-2016,130,108,4.32,72.97,4,2,2007,2016,10
1583,CR Woakes,2013-2025,41,108,9.81,105.88,10,3,2013,2025,13
1584,AK Chowdhary,2019-2024,30,107,10.7,79.85,5,4,2019,2024,6
1585,KR Hooda,2011-2015,21,107,7.64,82.94,10,1,2011,2015,5
1586,Jaskirat Singh,2024-2024,6,107,17.83,108.08,8,3,2024,2024,1
1587,Manoj Singh,2017-2018,10,107,21.4,118.88,10,1,2017,2018,2
1588,Mukesh Sharma,2009-2010,9,107,17.83,100.94,9,3,2009,2010,2
1589,R Negi,2009-2016,15,107,13.37,112.63,8,3,2009,2016,8
1590,Jai P Yadav,2009-2011,12,107,15.28,128.91,12,2,2009,2011,3
1591,SV Bahutule,2007-2011,12,106,21.2,134.17,7,2,2007,2011,5
1592,AP Bais,2013-2019,11,106,13.25,93.8,8,0,2013,2019,7
1593,A Bramble,2016-2021,17,106,9.63,91.37,8,3,2016,2021,6
1594,L Jhon,2023-2024,8,106,15.14,72.6,10,0,2023,2024,2
1595,W Madhevere,2022-2022,8,106,15.14,127.71,15,2,2022,2022,1
1596,M Markande,2018-2024,86,106,15.14,112.76,10,2,2018,2024,7
1597,S Raina,2019-2021,9,106,15.14,123.25,11,5,2019,2021,3
1598,Rajesh Singh,2019-2019,6,106,17.66,135.89,7,7,2019,2019,1
1599,BB Sran,2011-2019,46,106,11.77,132.5,11,3,2011,2019,9
1600,HJ Tamore,2021-2024,19,106,21.2,119.1,7,5,2021,2024,4
1601,S Aravind,2007-2018,83,105,11.66,100.0,11,0,2007,2018,12
1602,S Baig,2010-2019,12,105,13.12,147.88,9,5,2010,2019,10
1603,S Dadswell,2023-2024,11,105,13.12,95.45,7,3,2023,2024,2
1604,CJ Gannon,2012-2025,34,105,11.66,98.13,8,3,2012,2025,14
1605,ALR Lubana,2021-2024,8,105,21.0,159.09,10,6,2021,2024,4
1606,RJ Nicol,2012-2012,5,105,26.25,119.31,7,5,2012,2012,1
1607,Paramveer Singh,2010-2011,7,105,35.0,111.7,6,2,2010,2011,2
1608,V Permaul,2013-2024,73,105,7.5,88.98,6,4,2013,2024,12
1609,Rameez Raja (2),2012-2018,9,105,17.5,125.0,8,3,2012,2018,7
1610,SM Sanandia,2016-2018,16,105,17.5,150.0,8,6,2016,2018,3
1611,ABB Sangma,2023-2024,11,105,9.54,70.46,10,3,2023,2024,2
1612,JM Bird,2012-2025,87,104,10.4,86.66,5,1,2012,2025,14
1613,R Cameron,2010-2010,4,104,34.66,167.74,7,8,2010,2010,1
1614,SS Ghosh,2021-2024,14,104,11.55,93.69,4,2,2021,2024,4
1615,J Kousik,2016-2021,11,104,34.66,126.82,5,4,2016,2021,6
1616,I Malhotra,2007-2012,11,104,14.85,97.19,15,1,2007,2012,6
1617,RR Singh,2013-2017,25,104,8.66,100.0,10,5,2013,2017,5
1618,VB van Jaarsveld,2010-2014,8,104,14.85,108.33,9,3,2010,2014,5
1619,Abbas Afridi,2021-2024,33,103,12.87,128.75,10,5,2021,2024,4
1620,Avinash Yadav,2010-2022,22,103,14.71,95.37,12,1,2010,2022,13
1621,S Hegde,2023-2024,10,103,25.75,190.74,4,9,2023,2024,2
1622,HV Shitoot,2007-2009,7,103,14.71,109.57,16,1,2007,2009,3
1623,Shoaib Md Khan,2017-2022,15,103,25.75,122.61,8,4,2017,2022,6
1624,Ayaan Khan,2016-2024,7,102,25.5,94.44,6,3,2016,2024,9
1625,Basir Rahman,2019-2023,7,102,14.57,85.0,11,2,2019,2023,5
1626,D du Preez,2009-2010,8,102,20.4,114.6,3,6,2009,2010,2
1627,S Fanning,2024-2025,4,102,25.5,145.71,8,5,2024,2025,2
1628,Manjeet Singh,2015-2019,17,102,17.0,196.15,9,8,2015,2019,5
1629,Mayank Rawat,2024-2024,9,102,34.0,124.39,7,4,2024,2024,1
1630,JL Pattinson,2010-2022,42,102,6.37,108.51,5,5,2010,2022,13
1631,A Swain,2022-2024,8,102,17.0,115.9,9,3,2022,2024,3
1632,Yasir Shah,2015-2021,48,102,6.0,87.17,9,3,2015,2021,7
1633,AR Kalsi,2024-2024,4,101,25.25,104.12,10,0,2024,2024,1
1634,Mohsin Khan,2018-2024,62,101,8.41,116.09,7,4,2018,2024,7
1635,MJ Prior,2007-2013,7,101,14.42,92.66,5,5,2007,2013,7
1636,MS Raghav,2017-2017,5,101,20.2,136.48,16,2,2017,2017,1
1637,Tanzim Hasan Sakib,2023-2025,32,101,9.18,84.87,9,3,2023,2025,3
1638,G Ajitesh,2022-2023,11,100,11.11,161.29,9,6,2022,2023,2
1639,TP Alsop,2025-2025,4,100,33.33,147.05,5,5,2025,2025,1
1640,SS Bachhav,2016-2024,53,100,8.33,103.09,11,0,2016,2024,9
1641,C Kranthi Kumar,2019-2021,6,100,25.0,129.87,8,4,2019,2021,3
1642,Mohit Rathee,2023-2024,13,100,14.28,126.58,9,4,2023,2024,2
1643,AR Mokhade,2022-2022,7,100,20.0,116.27,9,4,2022,2022,1
1644,L Scott,2020-2025,9,100,20.0,129.87,6,5,2020,2025,6
1645,RA Shah,2021-2022,8,100,20.0,74.62,7,0,2021,2022,2
1646,A Alam,2011-2011,3,99,33.0,137.5,10,1,2011,2011,1
1647,Auqib Nabi,2019-2024,27,99,9.9,103.12,2,7,2019,2024,6
1648,RA Clarke,2022-2024,10,99,24.75,103.12,11,1,2022,2024,3
1649,RS Gavaskar,2007-2010,8,99,16.5,100.0,14,1,2007,2010,4
1650,AA Loharuka,2024-2024,6,99,16.5,123.75,11,4,2024,2024,1
1651,K Rajnish,2021-2024,8,99,14.14,87.61,7,1,2021,2024,4
1652,SD Sahoo,2009-2013,13,99,9.9,139.43,11,4,2009,2013,5
1653,VT Suresh,2007-2007,5,99,19.8,125.31,7,2,2007,2007,1
1654,TD Andrews,2016-2025,17,98,24.5,150.76,8,6,2016,2025,10
1655,Dinesh Mor,2019-2021,12,98,16.33,102.08,10,1,2019,2021,3
1656,CD Hinchliffe,2019-2023,27,98,8.9,80.99,5,1,2019,2023,5
1657,RB Kalaria,2013-2022,40,98,9.8,118.07,8,5,2013,2022,10
1658,JL Ontong,2009-2014,12,98,19.6,138.02,7,4,2009,2014,6
1659,PR Rekhade,2022-2024,12,98,14.0,136.11,6,7,2022,2024,3
1660,V Vinod Kumar,2010-2024,26,98,19.6,142.02,10,4,2010,2024,15
1661,M Qadir,2009-2017,6,97,16.16,93.26,13,0,2009,2017,9
1662,Anirudh Singh,2007-2010,11,97,10.77,89.81,10,1,2007,2010,4
1663,A Choudhary,2013-2024,83,97,8.81,94.17,8,2,2013,2024,12
1664,D Dasgupta,2007-2009,9,97,13.85,101.04,10,2,2007,2009,3
1665,S Ghosh,2007-2011,6,97,16.16,94.17,10,2,2007,2011,5
1666,A Mannu,2007-2010,16,97,16.16,129.33,12,3,2007,2010,4
1667,D Nischal,2024-2024,6,97,16.16,98.97,11,0,2024,2024,1
1668,AG Praveen,2010-2014,17,97,16.16,77.6,6,2,2010,2014,5
1669,VP Rawal,2015-2015,5,97,32.33,159.01,7,4,2015,2015,1
1670,HH Gadekar,2010-2014,14,96,24.0,133.33,5,4,2010,2014,5
1671,SD Atitkar,2010-2011,9,96,10.66,71.11,8,1,2010,2011,2
1672,Faizan Khan,2018-2018,3,96,32.0,109.09,7,4,2018,2018,1
1673,G Khera,2010-2016,11,96,19.2,110.34,7,2,2010,2016,7
1674,VY Mahesh,2007-2014,46,96,9.6,105.49,8,3,2007,2014,8
1675,Marshall Ayub,2012-2019,8,96,16.0,98.96,8,2,2012,2019,8
1676,BH Merai,2018-2019,6,96,32.0,92.3,7,0,2018,2019,2
1677,NR Narah,2022-2022,7,96,16.0,101.05,8,4,2022,2022,1
1678,RA Parab,2007-2007,3,96,32.0,105.49,11,1,2007,2007,1
1679,M Ahmed,2019-2019,7,95,19.0,111.76,7,6,2019,2019,1
1680,Asif Ahmed,2012-2015,14,95,11.87,103.26,12,0,2012,2015,4
1681,Enamul Haque (2),2016-2024,7,95,47.5,107.95,4,6,2016,2024,9
1682,S Ganga,2009-2013,14,95,19.0,141.79,7,4,2009,2013,5
1683,SS Garhwal,2022-2024,9,95,13.57,141.79,8,6,2022,2024,3
1684,M Kelly,2018-2025,39,95,11.87,121.79,5,4,2018,2025,8
1685,OC McCoy,2017-2024,87,95,7.3,111.76,6,8,2017,2024,8
1686,AD Poynter,2014-2016,6,95,23.75,137.68,8,5,2014,2016,3
1687,Ravi Bishnoi,2019-2024,105,95,5.93,74.8,8,2,2019,2024,6
1688,SS Ruikar,2015-2023,35,95,7.3,97.93,6,2,2015,2023,9
1689,Sandeep Singh,2007-2010,16,95,15.83,83.33,3,1,2007,2010,4
1690,AA Ansari,2009-2015,9,94,18.8,136.23,13,1,2009,2015,7
1691,JJ Bumrah,2013-2024,181,94,9.4,87.85,6,3,2013,2024,12
1692,Nayeem Hasan,2017-2024,30,94,6.26,70.67,6,2,2017,2024,8
1693,S Rithik Easwaran,2024-2024,5,94,23.5,149.2,5,8,2024,2024,1
1694,J Tromp,2024-2024,8,94,18.8,118.98,9,2,2024,2024,1
1695,Vikash Vishal,2021-2023,7,94,18.8,111.9,10,2,2021,2023,3
1696,Bal Krishna,2021-2024,16,93,15.5,132.85,8,5,2021,2024,4
1697,PP Das,2015-2021,6,93,18.6,103.33,11,2,2015,2021,7
1698,GHS Garton,2021-2025,20,93,8.45,113.41,8,3,2021,2025,5
1699,JP Kreusch,2010-2011,7,93,23.25,105.68,5,2,2010,2011,2
1700,CS MacLeod,2009-2022,13,93,8.45,77.5,6,0,2009,2022,14
1701,Rajesh Mohanty,2019-2024,21,93,9.3,94.89,5,5,2019,2024,6
1702,RH Saha,2007-2014,14,93,7.75,72.65,11,0,2007,2014,8
1703,Sunny Patel,2007-2024,9,92,13.14,102.22,7,1,2007,2024,18
1704,AV Ankolekar,2021-2024,15,92,18.4,139.39,1,7,2021,2024,4
1705,BC Fortuin,2023-2025,33,92,8.36,82.14,7,0,2023,2025,3
1706,AK Kitchen,2012-2012,5,92,30.66,146.03,10,4,2012,2012,1
1707,SA Pai,2009-2010,4,92,23.0,106.97,7,1,2009,2010,2
1708,DB Rangi,2021-2022,8,92,30.66,116.45,7,4,2021,2022,2
1709,L Wood,2022-2024,32,92,8.36,108.23,5,6,2022,2024,3
1710,PL Chettri,2023-2024,11,91,8.27,56.17,4,2,2023,2024,2
1711,RA Lewis,2019-2020,8,91,18.2,128.16,3,6,2019,2020,2
1712,Mohammed Taha,2016-2017,5,91,18.2,109.63,10,3,2016,2017,2
1713,PJ Pramanik,2018-2024,25,91,13.0,130.0,6,4,2018,2024,7
1714,R Sai Kishore,2018-2024,66,91,7.58,104.59,3,6,2018,2024,7
1715,Shakeeb Ahmed,2017-2019,16,91,15.16,135.82,8,3,2017,2019,3
1716,TAM Siriwardana,2011-2020,12,91,10.11,118.18,9,3,2011,2020,10
1717,S Vesawkar,2014-2014,3,91,30.33,108.33,12,0,2014,2014,1
1718,BA Bhatt,2011-2021,58,90,11.25,123.28,7,4,2011,2021,11
1719,CT Gaja,2014-2024,43,90,11.25,92.78,1,5,2014,2024,11
1720,Waseem Raza,2014-2021,27,90,6.92,74.38,3,1,2014,2021,8
1721,Arjit Pannu,2021-2023,12,89,14.83,115.58,5,5,2021,2023,3
1722,M Dheeraj Kumar,2021-2023,11,89,11.12,139.06,6,6,2021,2023,3
1723,A Johnson,2024-2024,3,89,29.66,121.91,12,4,2024,2024,1
1724,BAD Manenti,2018-2025,33,89,9.88,90.81,3,2,2018,2025,8
1725,JS Paris,2013-2025,52,89,6.84,93.68,4,3,2013,2025,13
1726,NN Sen,2016-2023,12,89,8.09,89.89,8,0,2016,2023,8
1727,VD Solanki,2007-2007,7,89,14.83,136.92,2,8,2007,2007,1
1728,RP Srivastava,2007-2011,7,89,14.83,118.66,7,6,2007,2011,5
1729,PI Sharma,2011-2013,5,88,17.6,97.77,14,0,2011,2013,3
1730,W Antony Dhas,2015-2018,12,88,44.0,133.33,8,4,2015,2018,4
1731,AB Dinda,2008-2021,137,88,4.63,75.21,6,2,2008,2021,14
1732,R Elahi,2007-2007,4,88,44.0,118.91,9,2,2007,2007,1
1733,A Julka,2010-2010,3,88,44.0,144.26,11,2,2010,2010,1
1734,U Manukrishnan,2011-2023,47,88,11.0,135.38,6,4,2011,2023,13
1735,Nabam Tempol,2019-2024,16,88,8.0,59.86,5,5,2019,2024,6
1736,MS Vardhan,2007-2010,5,88,22.0,106.02,11,1,2007,2010,4
1737,D Yadav,2023-2023,7,88,22.0,114.28,10,2,2023,2023,1
1738,MR Adair,2021-2024,13,87,8.7,103.57,6,2,2021,2024,4
1739,Bikash Singh,2022-2023,9,87,12.42,96.66,6,3,2022,2023,2
1740,N Deonarine,2010-2015,12,87,8.7,83.65,8,1,2010,2015,6
1741,B Doggett,2017-2025,48,87,10.87,102.35,9,2,2017,2025,9
1742,FH Edwards,2007-2021,68,87,9.66,102.35,6,2,2007,2021,15
1743,TK Kotian,2021-2024,33,87,21.75,98.86,7,2,2021,2024,4
1744,K Lalremruata,2019-2021,7,87,17.4,76.31,8,2,2019,2021,3
1745,Mohit Mittan,2022-2022,6,87,17.4,106.09,6,4,2022,2022,1
1746,CJL Rogers,2012-2012,6,87,14.5,90.62,7,1,2012,2012,1
1747,G Shankara Rao,2007-2010,15,87,9.66,97.75,4,3,2007,2010,4
1748,Khaled Ahmed,2017-2025,55,87,12.42,114.47,3,8,2017,2025,9
1749,Taibur Rahman,2016-2016,6,87,21.75,88.77,7,1,2016,2016,1
1750,J Theron,2010-2015,40,87,8.7,110.12,4,5,2010,2015,6
1751,RR Bhatkal,2007-2012,20,86,9.55,102.38,5,2,2007,2012,6
1752,S Descarte,2023-2024,11,86,9.55,106.17,5,4,2023,2024,2
1753,AM Dixit,2019-2019,7,86,21.5,103.61,5,1,2019,2019,1
1754,Elias Sunny,2012-2015,27,86,12.28,122.85,10,2,2012,2015,4
1755,SP Khakurel,2014-2014,3,86,28.66,104.87,10,1,2014,2014,1
1756,I Khan,2015-2021,33,86,10.75,94.5,7,1,2015,2021,7
1757,K Lion-Cachet,2025-2025,5,86,28.66,132.3,10,2,2025,2025,1
1758,A Parkar,2015-2021,13,86,17.2,91.48,6,0,2015,2021,7
1759,B Parsons,2025-2025,3,86,28.66,136.5,9,3,2025,2025,1
1760,M Pretorius,2021-2025,33,86,7.16,119.44,4,6,2021,2025,5
1761,TB Robinson,2024-2024,4,86,21.5,124.63,9,2,2024,2024,1
1762,R Thakur,2021-2023,12,86,14.33,90.52,3,4,2021,2023,3
1763,RI Thakur,2021-2021,6,85,17.0,108.97,9,3,2021,2021,1
1764,H Bisht,2019-2024,27,85,10.62,100.0,7,2,2019,2024,6
1765,SJ Coyte,2011-2014,13,85,14.16,149.12,9,3,2011,2014,4
1766,RB Jhalani,2007-2007,4,85,42.5,121.42,9,0,2007,2007,1
1767,KR Makvana,2007-2016,26,85,8.5,77.98,4,0,2007,2016,10
1768,Saif Badar,2018-2024,14,85,14.16,107.59,2,5,2018,2024,7
1769,AJ Shinde,2007-2014,20,85,10.62,110.38,5,4,2007,2014,8
1770,Zubair Ali,2024-2024,4,85,42.5,166.66,7,5,2024,2024,1
1771,Arshdeep Singh,2019-2024,105,84,12.0,100.0,8,2,2019,2024,6
1772,D Chakrabarty,2007-2009,9,84,16.8,115.06,8,0,2007,2009,3
1773,BJ Holt,2019-2022,9,84,14.0,95.45,5,3,2019,2022,4
1774,A Malhotra,2016-2019,9,84,16.8,107.69,8,1,2016,2019,4
1775,ACP Mishra,2010-2019,31,84,8.4,155.55,8,4,2010,2019,10
1776,MJ Swepson,2016-2025,87,84,4.42,98.82,9,1,2016,2025,10
1777,C Valente,2018-2021,14,84,16.8,118.3,8,1,2018,2021,4
1778,WA Agar,2017-2025,64,83,6.91,103.75,7,0,2017,2025,9
1779,Arindam Das,2010-2010,2,83,83.0,83.83,5,1,2010,2010,1
1780,Ashish Singh,2017-2018,9,83,10.37,91.2,10,2,2017,2018,2
1781,Fawad Ahmed,2013-2023,166,83,5.53,76.14,6,3,2013,2023,11
1782,C Kellaway,2022-2024,10,83,13.83,123.88,6,2,2022,2024,3
1783,P Khadka,2014-2014,3,83,27.66,107.79,9,0,2014,2014,1
1784,G Malla,2014-2014,3,83,27.66,138.33,9,2,2014,2014,1
1785,SN Mandal,2022-2022,6,83,27.66,103.75,5,2,2022,2022,1
1786,SS Nayak,2014-2021,14,83,41.5,156.6,8,4,2014,2021,8
1787,P Palawat,2024-2024,7,83,11.85,79.04,11,1,2024,2024,1
1788,CP Sahani,2023-2023,7,83,16.6,116.9,5,4,2023,2023,1
1789,Shoriful Islam,2019-2025,62,83,4.61,93.25,8,4,2019,2025,7
1790,R Shukla,2009-2023,64,83,8.3,98.8,5,3,2009,2023,15
1791,Sohrawordi Shuvo,2010-2022,31,83,10.37,103.75,8,0,2010,2022,13
1792,SLA Tai,2016-2018,19,83,16.6,125.75,10,0,2016,2018,3
1793,Y Cariah,2013-2024,8,82,20.5,138.98,9,0,2013,2024,12
1794,SA Jacobs,2010-2019,32,82,16.4,97.61,10,1,2010,2019,10
1795,S Karthik,2019-2021,14,82,7.45,87.23,8,2,2019,2021,3
1796,JF Mooney,2009-2010,7,82,20.5,100.0,8,0,2009,2010,2
1797,PT Naik,2007-2011,5,82,20.5,136.66,10,2,2007,2011,5
1798,Nischal Gaur,2007-2007,5,82,20.5,102.5,8,1,2007,2007,1
1799,Parvez Ahmed,2019-2024,21,82,6.3,57.34,5,0,2019,2024,6
1800,Rizwan Hussain,2019-2020,9,82,10.25,106.49,9,1,2019,2020,2
1801,KN Saikia,2010-2021,10,82,13.66,128.12,8,4,2010,2021,12
1802,Sediqullah Atal,2025-2025,3,82,27.33,146.42,5,6,2025,2025,1
1803,Syed Sagar,2013-2016,5,82,16.4,151.85,7,5,2013,2016,4
1804,P Avinash,2024-2024,5,81,20.25,117.39,5,5,2024,2024,1
1805,RB Bishnoi,2014-2024,20,81,6.75,58.27,4,0,2014,2024,11
1806,NR Bist,2010-2011,10,81,11.57,97.59,4,0,2010,2011,2
1807,LA Carseldine,2009-2009,5,81,20.25,119.11,11,0,2009,2009,1
1808,A Chaprana,2019-2021,15,81,11.57,135.0,9,3,2019,2021,3
1809,PY Deshetty,2007-2016,6,81,13.5,100.0,13,0,2007,2016,10
1810,WL Madsen,2019-2024,6,81,20.25,112.5,10,2,2019,2024,6
1811,AW O'Brien,2010-2014,33,81,16.2,95.29,4,2,2010,2014,5
1812,AS Roy,2009-2016,7,81,11.57,80.19,6,1,2009,2016,8
1813,DA Shinde,2023-2024,9,81,16.2,165.3,3,6,2023,2024,2
1814,Song Tacho,2019-2021,16,81,8.1,72.97,4,1,2019,2021,3
1815,V Viyaskanth,2020-2024,34,81,11.57,83.5,4,0,2020,2024,5
1816,TA Willett,2014-2015,8,81,13.5,90.0,4,5,2014,2015,2
1817,Abdur Razzak,2007-2017,51,80,6.15,62.99,5,1,2007,2017,11
1818,DAJ Bracewell,2010-2024,10,80,20.0,131.14,6,3,2010,2024,15
1819,SH Johnson,2023-2025,39,80,10.0,135.59,12,3,2023,2025,3
1820,SS Mhatre,2023-2024,6,80,26.66,119.4,4,4,2023,2024,2
1821,SK Reang,2009-2013,5,80,16.0,163.26,6,5,2009,2013,5
1822,HR Sethi,2017-2017,4,80,20.0,121.21,13,0,2017,2017,1
1823,CP Tremain,2012-2021,49,80,13.33,117.64,6,3,2012,2021,10
1824,J Arunkumar,2007-2008,7,79,11.28,101.28,13,1,2007,2008,2
1825,NS Chaturved,2019-2019,5,79,26.33,98.75,5,2,2019,2019,1
1826,R Dagar,2016-2016,5,79,19.75,98.75,8,0,2016,2016,1
1827,LH Ferguson,2017-2025,67,79,19.75,125.39,7,2,2017,2025,9
1828,KMDN Kulasekara,2009-2016,36,79,11.28,141.07,7,3,2009,2016,8
1829,KT Nyompu,2021-2023,6,79,13.16,67.52,6,3,2021,2023,3
1830,BA Roy,2023-2023,4,79,39.5,127.41,9,2,2023,2023,1
1831,Sabbir Hossain,2024-2025,11,79,8.77,109.72,12,3,2024,2025,2
1832,SMLD Samarakoon,2021-2024,12,79,11.28,109.72,4,6,2021,2024,4
